order_id,order_details_id,pizza_id,quantity
5017,11415,ital_cpcllo_s,1
5017,11416,ital_supr_l,1
5017,11417,mexicana_l,1
5017,11418,sicilian_s,1
5017,11419,thai_ckn_l,1
5017,11420,thai_ckn_m,1
5017,11421,the_greek_m,1
5018,11422,spicy_ital_l,1
5019,11423,bbq_ckn_l,1
5019,11424,ckn_pesto_m,1
5019,11425,hawaiian_m,1
5019,11426,soppressata_m,1
5020,11427,cali_ckn_l,1
5021,11428,bbq_ckn_m,1
5021,11429,ital_veggie_m,1
5022,11430,cali_ckn_s,1
5022,11431,spicy_ital_s,1
5022,11432,spinach_fet_s,1
5023,11433,calabrese_m,1
5023,11434,cali_ckn_m,1
5024,11435,four_cheese_m,1
5024,11436,southw_ckn_s,1
5025,11437,ital_supr_m,1
5026,11438,ckn_alfredo_m,1
5026,11439,peppr_salami_m,1
5027,11440,ital_veggie_s,1
5028,11441,brie_carre_s,1
5028,11442,sicilian_s,1
5029,11443,napolitana_l,1
5030,11444,ckn_pesto_l,1
5030,11445,four_cheese_m,1
5030,11446,southw_ckn_l,1
5030,11447,thai_ckn_l,1
5031,11448,ital_veggie_s,1
5031,11449,the_greek_xl,1
5032,11450,hawaiian_l,1
5032,11451,southw_ckn_l,1
5033,11452,calabrese_m,1
5033,11453,prsc_argla_s,1
5034,11454,classic_dlx_m,1
5034,11455,hawaiian_m,1
5034,11456,mediterraneo_m,1
5034,11457,soppressata_l,1
5035,11458,spicy_ital_l,1
5036,11459,cali_ckn_m,1
5036,11460,five_cheese_l,1
5036,11461,hawaiian_s,1
5036,11462,pepperoni_s,1
5037,11463,spicy_ital_l,1
5038,11464,ital_cpcllo_l,1
5038,11465,napolitana_l,1
5039,11466,hawaiian_s,1
5039,11467,soppressata_m,1
5039,11468,spicy_ital_l,1
5040,11469,big_meat_s,1
5041,11470,pepperoni_s,1
5042,11471,bbq_ckn_s,1
5043,11472,ital_veggie_m,1
5044,11473,ckn_pesto_l,1
5044,11474,pep_msh_pep_s,1
5045,11475,classic_dlx_m,1
5046,11476,cali_ckn_m,1
5047,11477,bbq_ckn_m,1
5047,11478,ckn_alfredo_m,1
5048,11479,classic_dlx_m,1
5048,11480,pepperoni_l,1
5048,11481,southw_ckn_l,1
5048,11482,thai_ckn_l,1
5049,11483,hawaiian_l,1
5050,11484,green_garden_s,1
5050,11485,ital_cpcllo_s,1
5050,11486,spinach_supr_s,1
5051,11487,cali_ckn_s,1
5051,11488,prsc_argla_m,1
5052,11489,big_meat_s,1
5053,11490,big_meat_s,1
5054,11491,ital_supr_m,1
5055,11492,big_meat_s,1
5055,11493,thai_ckn_l,1
5056,11494,bbq_ckn_m,1
5056,11495,prsc_argla_l,1
5056,11496,soppressata_l,1
5056,11497,southw_ckn_s,1
5057,11498,hawaiian_s,1
5057,11499,mediterraneo_l,1
5057,11500,spinach_fet_s,1
5057,11501,thai_ckn_s,1
5058,11502,big_meat_s,1
5058,11503,green_garden_s,1
5058,11504,spinach_fet_l,1
5059,11505,hawaiian_l,1
5059,11506,ital_cpcllo_l,1
5060,11507,mexicana_l,1
5061,11508,southw_ckn_s,1
5062,11509,hawaiian_l,1
5063,11510,spicy_ital_s,1
5063,11511,thai_ckn_l,1
5063,11512,the_greek_l,1
5064,11513,ckn_alfredo_m,1
5065,11514,the_greek_l,1
5066,11515,calabrese_m,1
5066,11516,cali_ckn_s,1
5066,11517,ital_cpcllo_l,1
5066,11518,ital_supr_m,1
5066,11519,ital_supr_s,1
5066,11520,mexicana_l,1
5066,11521,napolitana_m,1
5066,11522,pepperoni_m,1
5066,11523,sicilian_l,1
5066,11524,sicilian_m,1
5066,11525,southw_ckn_m,1
5066,11526,spinach_fet_l,1
5066,11527,veggie_veg_m,1
5067,11528,hawaiian_l,1
5068,11529,green_garden_s,1
5068,11530,spinach_supr_l,1
5069,11531,classic_dlx_s,1
5070,11532,spicy_ital_m,1
5071,11533,classic_dlx_s,1
5071,11534,sicilian_l,1
5071,11535,spicy_ital_l,1
5072,11536,sicilian_s,1
5073,11537,five_cheese_l,1
5074,11538,prsc_argla_m,1
5075,11539,classic_dlx_s,1
5075,11540,ital_supr_s,1
5076,11541,four_cheese_l,1
5076,11542,ital_cpcllo_l,1
5076,11543,spinach_fet_m,1
5077,11544,cali_ckn_l,1
5077,11545,napolitana_m,1
5077,11546,sicilian_m,1
5077,11547,sicilian_s,1
5078,11548,spin_pesto_l,1
5079,11549,five_cheese_l,1
5079,11550,ital_veggie_s,1
5079,11551,soppressata_l,1
5079,11552,southw_ckn_m,1
5080,11553,cali_ckn_m,1
5080,11554,green_garden_l,1
5080,11555,pepperoni_s,1
5080,11556,peppr_salami_l,1
5080,11557,southw_ckn_s,1
5080,11558,spicy_ital_l,1
5080,11559,veggie_veg_l,1
5081,11560,ital_cpcllo_m,1
5082,11561,spin_pesto_m,1
5083,11562,soppressata_m,1
5084,11563,prsc_argla_l,1
5085,11564,hawaiian_s,1
5085,11565,veggie_veg_s,1
5086,11566,green_garden_s,1
5087,11567,five_cheese_l,1
5087,11568,ital_supr_l,1
5087,11569,spicy_ital_l,1
5088,11570,ckn_alfredo_m,1
5088,11571,spicy_ital_s,1
5089,11572,ckn_alfredo_m,1
5089,11573,classic_dlx_m,1
5089,11574,the_greek_l,1
5090,11575,green_garden_s,1
5090,11576,pepperoni_l,1
5091,11577,bbq_ckn_l,1
5091,11578,four_cheese_l,1
5091,11579,ital_veggie_m,1
5091,11580,pep_msh_pep_l,1
5092,11581,southw_ckn_m,1
5092,11582,spicy_ital_s,1
5093,11583,classic_dlx_s,1
5094,11584,cali_ckn_m,1
5094,11585,five_cheese_l,1
5095,11586,hawaiian_l,1
5095,11587,mexicana_l,1
5095,11588,sicilian_l,1
5095,11589,southw_ckn_m,1
5096,11590,classic_dlx_l,1
5096,11591,classic_dlx_s,1
5096,11592,spinach_fet_m,1
5097,11593,spinach_supr_s,1
5098,11594,bbq_ckn_l,1
5099,11595,bbq_ckn_l,1
5099,11596,southw_ckn_m,1
5099,11597,the_greek_xl,1
5100,11598,hawaiian_m,1
5100,11599,mediterraneo_l,1
5100,11600,spicy_ital_s,1
5100,11601,thai_ckn_l,1
5101,11602,southw_ckn_m,1
5102,11603,hawaiian_m,1
5102,11604,the_greek_xl,1
5103,11605,ital_supr_s,1
5104,11606,five_cheese_l,1
5104,11607,four_cheese_l,1
5104,11608,peppr_salami_m,1
5104,11609,spin_pesto_l,1
5105,11610,mexicana_m,1
5105,11611,pepperoni_s,1
5105,11612,spinach_fet_m,1
5106,11613,spinach_fet_s,1
5107,11614,pep_msh_pep_m,1
5107,11615,pepperoni_s,1
5107,11616,sicilian_s,1
5107,11617,spin_pesto_l,1
5108,11618,five_cheese_l,1
5108,11619,ital_cpcllo_l,1
5108,11620,veggie_veg_s,1
5109,11621,green_garden_s,1
5109,11622,ital_supr_m,1
5109,11623,spinach_fet_m,1
5109,11624,veggie_veg_s,1
5110,11625,five_cheese_l,1
5110,11626,pepperoni_s,1
5110,11627,veggie_veg_s,1
5111,11628,classic_dlx_m,1
5111,11629,southw_ckn_m,1
5111,11630,spicy_ital_l,1
5112,11631,ital_cpcllo_s,1
5113,11632,southw_ckn_m,1
5114,11633,big_meat_s,1
5114,11634,ital_veggie_m,1
5115,11635,pepperoni_m,1
5116,11636,prsc_argla_l,1
5116,11637,the_greek_s,1
5116,11638,veggie_veg_m,1
5117,11639,classic_dlx_s,1
5118,11640,ckn_pesto_s,1
5118,11641,mediterraneo_l,1
5118,11642,pep_msh_pep_m,1
5118,11643,peppr_salami_m,1
5119,11644,cali_ckn_m,1
5119,11645,spin_pesto_m,1
5120,11646,calabrese_m,1
5120,11647,ital_cpcllo_m,1
5120,11648,prsc_argla_m,1
5120,11649,sicilian_s,1
5121,11650,bbq_ckn_m,1
5121,11651,hawaiian_m,1
5121,11652,ital_cpcllo_l,1
5122,11653,pepperoni_m,1
5122,11654,spin_pesto_l,1
5123,11655,bbq_ckn_l,1
5123,11656,ital_cpcllo_m,1
5123,11657,mexicana_l,1
5124,11658,ckn_pesto_m,1
5124,11659,green_garden_s,1
5124,11660,spicy_ital_m,1
5124,11661,spinach_supr_s,1
5125,11662,napolitana_s,1
5126,11663,ckn_pesto_l,1
5126,11664,spinach_fet_l,1
5127,11665,bbq_ckn_s,1
5127,11666,ckn_pesto_s,1
5128,11667,spicy_ital_l,1
5129,11668,mediterraneo_m,1
5129,11669,pep_msh_pep_l,1
5129,11670,the_greek_xl,1
5130,11671,big_meat_s,1
5130,11672,spicy_ital_l,1
5131,11673,big_meat_s,1
5132,11674,four_cheese_l,1
5132,11675,spinach_supr_m,1
5133,11676,spinach_fet_s,1
5134,11677,hawaiian_s,1
5135,11678,thai_ckn_l,1
5136,11679,bbq_ckn_s,1
5136,11680,cali_ckn_m,1
5136,11681,ckn_pesto_s,1
5136,11682,five_cheese_l,1
5136,11683,four_cheese_l,1
5136,11684,mexicana_m,1
5136,11685,peppr_salami_l,1
5137,11686,cali_ckn_m,1
5137,11687,five_cheese_l,2
5137,11688,prsc_argla_s,1
5137,11689,sicilian_s,1
5137,11690,thai_ckn_l,1
5137,11691,the_greek_l,1
5138,11692,classic_dlx_l,1
5138,11693,green_garden_s,1
5138,11694,napolitana_s,1
5138,11695,spinach_fet_m,1
5139,11696,mexicana_l,1
5140,11697,four_cheese_l,1
5140,11698,veggie_veg_s,1
5141,11699,bbq_ckn_m,1
5141,11700,hawaiian_l,1
5141,11701,hawaiian_s,1
5142,11702,bbq_ckn_m,1
5142,11703,pepperoni_l,1
5142,11704,spicy_ital_l,1
5142,11705,spin_pesto_l,1
5143,11706,spinach_fet_l,1
5144,11707,napolitana_s,1
5145,11708,veggie_veg_m,1
5146,11709,ital_supr_m,1
5146,11710,thai_ckn_s,1
5146,11711,the_greek_s,1
5147,11712,southw_ckn_s,1
5148,11713,ckn_pesto_m,1
5149,11714,pepperoni_m,1
5149,11715,spicy_ital_s,1
5149,11716,spin_pesto_s,1
5149,11717,the_greek_xl,1
5150,11718,classic_dlx_l,1
5150,11719,pepperoni_m,1
5151,11720,bbq_ckn_m,1
5151,11721,pepperoni_s,1
5151,11722,spinach_fet_m,1
5152,11723,green_garden_m,1
5152,11724,mediterraneo_m,1
5152,11725,spicy_ital_l,1
5153,11726,five_cheese_l,1
5154,11727,ital_supr_m,1
5154,11728,pepperoni_m,1
5154,11729,spin_pesto_m,1
5155,11730,mexicana_m,1
5155,11731,spin_pesto_m,1
5156,11732,bbq_ckn_m,1
5156,11733,big_meat_s,1
5156,11734,spicy_ital_l,1
5156,11735,thai_ckn_l,1
5157,11736,big_meat_s,1
5157,11737,pepperoni_m,1
5158,11738,bbq_ckn_l,1
5158,11739,ital_supr_s,1
5158,11740,pep_msh_pep_l,1
5159,11741,spicy_ital_m,1
5160,11742,cali_ckn_m,1
5160,11743,classic_dlx_m,1
5160,11744,mexicana_l,1
5160,11745,sicilian_l,1
5161,11746,ital_supr_l,1
5161,11747,soppressata_l,1
5161,11748,spicy_ital_m,1
5161,11749,spin_pesto_m,1
5162,11750,pep_msh_pep_l,1
5163,11751,the_greek_m,1
5164,11752,sicilian_s,1
5165,11753,mediterraneo_s,1
5165,11754,prsc_argla_m,1
5165,11755,the_greek_s,1
5166,11756,prsc_argla_m,1
5166,11757,spicy_ital_m,1
5166,11758,thai_ckn_s,1
5167,11759,bbq_ckn_l,1
5167,11760,thai_ckn_l,1
5168,11761,sicilian_l,1
5168,11762,spinach_fet_s,1
5169,11763,veggie_veg_m,1
5170,11764,peppr_salami_l,1
5170,11765,spicy_ital_l,1
5171,11766,cali_ckn_l,1
5172,11767,spicy_ital_l,1
5172,11768,spicy_ital_s,1
5173,11769,soppressata_s,1
5173,11770,spicy_ital_l,1
5174,11771,hawaiian_m,1
5174,11772,mexicana_l,1
5175,11773,pep_msh_pep_l,1
5175,11774,soppressata_l,1
5175,11775,southw_ckn_m,1
5176,11776,cali_ckn_m,1
5177,11777,peppr_salami_m,1
5178,11778,ital_supr_s,1
5178,11779,spicy_ital_s,1
5178,11780,veggie_veg_s,1
5179,11781,mexicana_l,1
5180,11782,four_cheese_l,1
5180,11783,mexicana_m,1
5180,11784,spinach_supr_l,1
5181,11785,napolitana_l,1
5181,11786,thai_ckn_s,1
5182,11787,big_meat_s,1
5182,11788,hawaiian_s,1
5182,11789,ital_veggie_s,1
5182,11790,thai_ckn_l,1
5183,11791,hawaiian_s,1
5184,11792,classic_dlx_m,1
5184,11793,southw_ckn_l,1
5185,11794,hawaiian_m,1
5185,11795,spicy_ital_l,1
5186,11796,pepperoni_s,1
5186,11797,spinach_fet_m,1
5187,11798,cali_ckn_l,1
5187,11799,classic_dlx_s,1
5187,11800,spin_pesto_m,1
5188,11801,big_meat_s,1
5188,11802,five_cheese_l,1
5188,11803,hawaiian_s,1
5188,11804,veggie_veg_m,1
5189,11805,ckn_alfredo_l,1
5189,11806,mexicana_l,1
5189,11807,thai_ckn_l,1
5190,11808,big_meat_s,1
5190,11809,ckn_alfredo_m,1
5190,11810,pepperoni_m,1
5191,11811,mediterraneo_s,1
5191,11812,thai_ckn_s,1
5192,11813,four_cheese_m,1
5193,11814,brie_carre_s,1
5194,11815,brie_carre_s,1
5194,11816,classic_dlx_s,1
5195,11817,big_meat_s,1
5196,11818,big_meat_s,1
5196,11819,veggie_veg_m,1
5197,11820,ckn_alfredo_l,1
5197,11821,hawaiian_l,1
5197,11822,spinach_fet_s,1
5198,11823,mediterraneo_l,1
5198,11824,the_greek_s,1
5199,11825,classic_dlx_s,1
5200,11826,bbq_ckn_l,1
5200,11827,cali_ckn_s,1
5200,11828,five_cheese_l,1
5200,11829,four_cheese_m,1
5200,11830,ital_supr_m,1
5200,11831,ital_veggie_s,1
5200,11832,pepperoni_s,1
5200,11833,sicilian_s,1
5200,11834,southw_ckn_l,1
5200,11835,southw_ckn_m,1
5200,11836,spin_pesto_l,2
5200,11837,spinach_fet_m,2
5200,11838,the_greek_m,1
5201,11839,big_meat_s,1
5201,11840,green_garden_s,1
5201,11841,ital_cpcllo_l,1
5201,11842,ital_veggie_l,1
5201,11843,thai_ckn_l,1
5202,11844,ckn_alfredo_m,1
5202,11845,ckn_pesto_s,1
5202,11846,five_cheese_l,1
5202,11847,hawaiian_l,1
5202,11848,ital_supr_m,1
5202,11849,southw_ckn_l,1
5202,11850,thai_ckn_m,1
5202,11851,veggie_veg_m,1
5203,11852,cali_ckn_s,1
5203,11853,hawaiian_l,1
5203,11854,spinach_fet_s,1
5204,11855,cali_ckn_l,1
5205,11856,mediterraneo_l,1
5205,11857,prsc_argla_s,1
5205,11858,veggie_veg_m,1
5206,11859,ital_supr_m,1
5206,11860,pepperoni_m,1
5207,11861,classic_dlx_l,1
5208,11862,ckn_alfredo_m,1
5208,11863,hawaiian_s,1
5209,11864,napolitana_m,1
5210,11865,spin_pesto_m,1
5211,11866,hawaiian_l,1
5212,11867,mediterraneo_s,1
5212,11868,pepperoni_m,1
5212,11869,peppr_salami_l,1
5212,11870,spinach_fet_s,1
5213,11871,cali_ckn_m,1
5213,11872,mediterraneo_l,1
5213,11873,thai_ckn_l,1
5214,11874,ckn_pesto_l,1
5214,11875,classic_dlx_s,1
5214,11876,mexicana_m,1
5215,11877,mediterraneo_l,1
5215,11878,pep_msh_pep_l,1
5215,11879,prsc_argla_l,1
5216,11880,big_meat_s,1
5216,11881,peppr_salami_s,1
5216,11882,sicilian_l,1
5217,11883,big_meat_s,1
5217,11884,peppr_salami_l,1
5218,11885,classic_dlx_l,1
5218,11886,spinach_fet_s,1
5218,11887,thai_ckn_s,1
5218,11888,veggie_veg_m,1
5219,11889,cali_ckn_l,1
5219,11890,pep_msh_pep_m,1
5219,11891,peppr_salami_m,1
5220,11892,the_greek_s,1
5221,11893,bbq_ckn_l,1
5221,11894,cali_ckn_l,1
5221,11895,cali_ckn_m,1
5222,11896,pep_msh_pep_m,1
5222,11897,pepperoni_s,1
5223,11898,cali_ckn_l,1
5223,11899,ckn_pesto_l,1
5223,11900,four_cheese_l,1
5223,11901,hawaiian_l,1
5224,11902,ital_cpcllo_s,2
5225,11903,sicilian_s,1
5225,11904,the_greek_xl,1
5226,11905,pepperoni_s,1
5226,11906,prsc_argla_m,1
5226,11907,the_greek_xl,1
5226,11908,veggie_veg_m,1
5227,11909,ckn_pesto_l,1
5227,11910,mexicana_l,1
5228,11911,pepperoni_m,1
5229,11912,peppr_salami_l,1
5230,11913,ckn_alfredo_m,1
5230,11914,ckn_pesto_s,1
5230,11915,spinach_supr_m,1
5231,11916,bbq_ckn_s,1
5231,11917,mexicana_m,1
5232,11918,cali_ckn_m,1
5232,11919,pepperoni_l,1
5233,11920,ital_veggie_m,1
5233,11921,southw_ckn_l,1
5234,11922,five_cheese_l,1
5234,11923,ital_supr_m,1
5234,11924,mediterraneo_s,1
5234,11925,prsc_argla_m,1
5235,11926,big_meat_s,1
5236,11927,pepperoni_m,1
5237,11928,spicy_ital_l,1
5238,11929,ital_veggie_s,1
5239,11930,green_garden_l,1
5239,11931,ital_cpcllo_m,1
5240,11932,napolitana_s,1
5241,11933,cali_ckn_l,1
5241,11934,ital_cpcllo_m,1
5242,11935,classic_dlx_m,1
5243,11936,big_meat_s,1
5243,11937,green_garden_s,1
5244,11938,bbq_ckn_l,1
5244,11939,five_cheese_l,1
5244,11940,ital_cpcllo_m,1
5245,11941,prsc_argla_m,1
5246,11942,pepperoni_s,1
5247,11943,cali_ckn_m,1
5247,11944,ckn_alfredo_l,1
5247,11945,ckn_pesto_s,1
5248,11946,bbq_ckn_l,1
5248,11947,green_garden_s,1
5248,11948,mexicana_s,1
5248,11949,peppr_salami_l,1
5249,11950,soppressata_m,1
5249,11951,spicy_ital_s,1
5249,11952,thai_ckn_m,1
5250,11953,pepperoni_s,1
5251,11954,ital_cpcllo_l,1
5251,11955,mediterraneo_s,1
5251,11956,mexicana_m,1
5251,11957,veggie_veg_m,1
5252,11958,big_meat_s,1
5253,11959,southw_ckn_m,1
5254,11960,bbq_ckn_m,1
5254,11961,pepperoni_l,1
5255,11962,napolitana_m,1
5256,11963,ital_cpcllo_l,1
5257,11964,calabrese_s,1
5258,11965,green_garden_s,1
5258,11966,ital_veggie_l,1
5258,11967,spicy_ital_m,1
5259,11968,ital_supr_m,1
5259,11969,soppressata_l,1
5260,11970,four_cheese_l,1
5261,11971,bbq_ckn_l,1
5261,11972,peppr_salami_s,1
5262,11973,big_meat_s,1
5262,11974,classic_dlx_m,1
5263,11975,classic_dlx_m,1
5264,11976,bbq_ckn_s,1
5264,11977,big_meat_s,4
5264,11978,brie_carre_s,1
5264,11979,five_cheese_l,1
5264,11980,spinach_fet_s,1
5264,11981,spinach_supr_s,1
5264,11982,thai_ckn_m,1
5264,11983,thai_ckn_s,1
5265,11984,ckn_alfredo_m,1
5266,11985,cali_ckn_m,1
5266,11986,hawaiian_l,2
5266,11987,napolitana_l,1
5266,11988,pep_msh_pep_s,1
5266,11989,prsc_argla_l,1
5266,11990,prsc_argla_m,1
5266,11991,southw_ckn_m,1
5266,11992,veggie_veg_s,1
5267,11993,big_meat_s,1
5267,11994,ital_supr_l,1
5268,11995,bbq_ckn_l,1
5269,11996,ckn_alfredo_m,1
5269,11997,southw_ckn_l,1
5270,11998,bbq_ckn_m,1
5270,11999,mediterraneo_s,1
5271,12000,bbq_ckn_l,1
5272,12001,bbq_ckn_l,1
5272,12002,ital_supr_l,1
5272,12003,spinach_fet_s,1
5273,12004,big_meat_s,1
5274,12005,hawaiian_m,1
5275,12006,cali_ckn_l,1
5276,12007,green_garden_s,1
5277,12008,big_meat_s,1
5277,12009,brie_carre_s,1
5277,12010,mediterraneo_l,1
5277,12011,spinach_supr_s,1
5278,12012,classic_dlx_m,1
5278,12013,spinach_fet_s,1
5279,12014,sicilian_l,1
5280,12015,ckn_pesto_l,1
5280,12016,four_cheese_l,1
5280,12017,ital_cpcllo_m,1
5280,12018,southw_ckn_l,1
5281,12019,calabrese_m,1
5281,12020,thai_ckn_l,1
5281,12021,thai_ckn_s,1
5281,12022,the_greek_xl,1
5282,12023,big_meat_s,1
5282,12024,cali_ckn_l,1
5282,12025,ital_cpcllo_s,1
5283,12026,southw_ckn_m,1
5284,12027,cali_ckn_l,1
5284,12028,pepperoni_l,1
5284,12029,soppressata_m,1
5284,12030,spicy_ital_l,1
5285,12031,cali_ckn_s,1
5285,12032,southw_ckn_l,1
5286,12033,bbq_ckn_m,1
5286,12034,ital_cpcllo_l,1
5286,12035,pep_msh_pep_s,1
5286,12036,sicilian_s,1
5287,12037,five_cheese_l,1
5288,12038,peppr_salami_m,1
5289,12039,spinach_fet_l,1
5290,12040,big_meat_s,1
5290,12041,ital_supr_m,1
5290,12042,veggie_veg_l,1
5291,12043,pepperoni_l,1
5292,12044,ckn_alfredo_m,1
5292,12045,spin_pesto_m,1
5292,12046,spinach_supr_s,1
5293,12047,cali_ckn_m,1
5293,12048,prsc_argla_m,1
5294,12049,ital_veggie_s,1
5295,12050,classic_dlx_m,1
5296,12051,green_garden_s,1
5297,12052,mediterraneo_l,1
5298,12053,pepperoni_m,1
5299,12054,thai_ckn_l,1
5300,12055,five_cheese_l,1
5300,12056,peppr_salami_l,1
5300,12057,thai_ckn_l,1
5301,12058,mexicana_l,1
5301,12059,the_greek_s,1
5302,12060,bbq_ckn_s,1
5303,12061,mexicana_l,1
5303,12062,southw_ckn_s,1
5303,12063,spicy_ital_m,1
5303,12064,the_greek_xl,1
5304,12065,five_cheese_l,1
5304,12066,spicy_ital_l,1
5304,12067,spinach_supr_m,1
5305,12068,ckn_alfredo_m,1
5305,12069,classic_dlx_m,1
5306,12070,classic_dlx_m,1
5307,12071,ckn_alfredo_l,1
5307,12072,pepperoni_l,1
5307,12073,southw_ckn_s,1
5307,12074,thai_ckn_s,1
5308,12075,thai_ckn_l,1
5309,12076,mediterraneo_s,1
5310,12077,five_cheese_l,1
5310,12078,thai_ckn_l,1
5311,12079,pep_msh_pep_s,1
5312,12080,cali_ckn_l,1
5312,12081,ckn_pesto_s,1
5312,12082,five_cheese_l,1
5313,12083,spin_pesto_s,1
5314,12084,ital_cpcllo_l,1
5315,12085,five_cheese_l,1
5315,12086,four_cheese_l,1
5315,12087,four_cheese_m,1
5315,12088,hawaiian_l,1
5315,12089,ital_supr_m,1
5315,12090,mexicana_l,1
5315,12091,thai_ckn_m,1
5316,12092,bbq_ckn_m,1
5316,12093,pepperoni_s,1
5317,12094,bbq_ckn_l,1
5317,12095,big_meat_s,1
5317,12096,cali_ckn_l,1
5317,12097,cali_ckn_m,1
5317,12098,ckn_alfredo_m,1
5317,12099,ital_supr_l,1
5317,12100,napolitana_l,1
5317,12101,pepperoni_s,1
5317,12102,prsc_argla_m,1
5317,12103,spicy_ital_l,1
5317,12104,spin_pesto_s,1
5318,12105,ckn_alfredo_l,1
5319,12106,calabrese_l,1
5319,12107,ital_cpcllo_m,1
5320,12108,bbq_ckn_l,1
5320,12109,ckn_alfredo_l,1
5320,12110,classic_dlx_m,1
5320,12111,sicilian_s,1
5321,12112,bbq_ckn_m,1
5321,12113,spicy_ital_m,1
5322,12114,big_meat_s,1
5322,12115,classic_dlx_l,1
5322,12116,four_cheese_l,1
5322,12117,ital_veggie_s,1
5322,12118,napolitana_s,1
5322,12119,the_greek_l,1
5322,12120,veggie_veg_m,1
5323,12121,ital_supr_l,1
5324,12122,big_meat_s,1
5325,12123,calabrese_l,1
5325,12124,spicy_ital_s,1
5326,12125,ital_supr_l,1
5326,12126,veggie_veg_s,1
5327,12127,calabrese_l,1
5327,12128,four_cheese_l,1
5327,12129,prsc_argla_l,1
5327,12130,soppressata_l,1
5328,12131,big_meat_s,1
5328,12132,ital_supr_l,2
5328,12133,napolitana_l,1
5329,12134,classic_dlx_m,1
5329,12135,soppressata_l,1
5330,12136,bbq_ckn_m,1
5330,12137,cali_ckn_l,1
5330,12138,napolitana_l,1
5331,12139,bbq_ckn_m,1
5331,12140,hawaiian_s,1
5331,12141,spicy_ital_s,1
5332,12142,calabrese_l,2
5332,12143,green_garden_s,1
5332,12144,mediterraneo_s,1
5333,12145,big_meat_s,1
5333,12146,ital_supr_l,1
5334,12147,brie_carre_s,1
5334,12148,classic_dlx_s,1
5334,12149,veggie_veg_l,1
5335,12150,ital_veggie_s,1
5336,12151,bbq_ckn_l,1
5336,12152,classic_dlx_s,1
5336,12153,green_garden_s,1
5337,12154,ital_supr_m,1
5337,12155,prsc_argla_m,1
5337,12156,thai_ckn_l,1
5338,12157,classic_dlx_s,1
5339,12158,bbq_ckn_l,1
5339,12159,green_garden_l,1
5339,12160,sicilian_m,1
5339,12161,spinach_supr_s,1
5340,12162,thai_ckn_l,1
5341,12163,spinach_supr_m,1
5342,12164,mexicana_l,1
5343,12165,spicy_ital_l,1
5344,12166,brie_carre_s,1
5344,12167,prsc_argla_m,1
5344,12168,southw_ckn_l,1
5344,12169,veggie_veg_m,1
5345,12170,ckn_alfredo_l,1
5345,12171,spin_pesto_s,1
5346,12172,cali_ckn_l,1
5346,12173,thai_ckn_l,1
5347,12174,four_cheese_m,1
5347,12175,spinach_fet_m,1
5347,12176,thai_ckn_l,1
5348,12177,big_meat_s,1
5348,12178,four_cheese_l,1
5349,12179,ital_supr_l,1
5349,12180,spicy_ital_l,1
5350,12181,ckn_alfredo_m,1
5350,12182,spin_pesto_s,1
5350,12183,thai_ckn_l,1
5351,12184,green_garden_s,1
5351,12185,ital_veggie_m,1
5351,12186,peppr_salami_m,1
5351,12187,spicy_ital_l,1
5352,12188,hawaiian_s,1
5352,12189,spicy_ital_l,1
5353,12190,pepperoni_m,1
5353,12191,spicy_ital_l,1
5353,12192,thai_ckn_s,1
5354,12193,cali_ckn_s,1
5355,12194,veggie_veg_s,1
5356,12195,green_garden_l,1
5356,12196,napolitana_s,1
5357,12197,pepperoni_m,1
5357,12198,thai_ckn_l,1
5358,12199,bbq_ckn_l,1
5358,12200,mediterraneo_l,1
5358,12201,southw_ckn_l,1
5358,12202,spinach_fet_m,1
5359,12203,pepperoni_l,1
5359,12204,soppressata_l,1
5360,12205,calabrese_l,1
5361,12206,ckn_alfredo_m,1
5361,12207,pepperoni_s,1
5362,12208,bbq_ckn_l,1
5362,12209,the_greek_l,1
5363,12210,prsc_argla_l,1
5363,12211,sicilian_l,1
5363,12212,spicy_ital_m,1
5363,12213,spinach_supr_s,1
5364,12214,calabrese_l,1
5364,12215,ckn_alfredo_m,1
5364,12216,ckn_pesto_m,1
5364,12217,peppr_salami_l,1
5365,12218,ital_supr_s,1
5365,12219,mexicana_m,1
5365,12220,spin_pesto_m,1
5366,12221,classic_dlx_m,1
5366,12222,napolitana_l,1
5366,12223,napolitana_s,1
5366,12224,spicy_ital_l,1
5367,12225,prsc_argla_m,1
5368,12226,bbq_ckn_l,1
5368,12227,mediterraneo_l,1
5368,12228,pepperoni_m,1
5368,12229,peppr_salami_m,1
5369,12230,hawaiian_l,1
5369,12231,mexicana_l,1
5369,12232,sicilian_s,1
5369,12233,spicy_ital_l,1
5370,12234,spicy_ital_m,1
5371,12235,sicilian_m,1
5371,12236,soppressata_l,1
5372,12237,pepperoni_m,1
5372,12238,the_greek_s,1
5373,12239,four_cheese_m,1
5374,12240,pepperoni_l,2
5375,12241,cali_ckn_l,1
5376,12242,mexicana_l,1
5377,12243,pepperoni_l,1
5378,12244,calabrese_m,1
5378,12245,classic_dlx_m,1
5378,12246,five_cheese_l,1
5378,12247,four_cheese_l,1
5378,12248,four_cheese_m,1
5378,12249,green_garden_s,1
5378,12250,sicilian_m,1
5378,12251,southw_ckn_l,1
5378,12252,spicy_ital_l,1
5378,12253,spinach_supr_l,1
5378,12254,the_greek_xl,1
5379,12255,thai_ckn_l,1
5380,12256,classic_dlx_l,1
